audiencia_id,fecha_audiencia,comprador,mercado,n_productos,fecha_inicio,fecha_fin,cantidad_total_kwh,cantidad_total_gwh,horizonte_meses,fecha_audiencia_res,fecha_limite_oferta,adjudicatario,precio_adj_prom,precio_adj_min,precio_adj_max,cantidad_adj_gwh,n_oferentes,oferentes_lista,cobertura_pct,dias_proceso,pb_dia,pb_prom_30d,pb_min_30d,pb_max_30d,pb_std_30d,pb_trend_30d,pb_prom_60d,pb_min_60d,pb_max_60d,pb_std_60d,pb_trend_60d,pb_prom_90d,pb_min_90d,pb_max_90d,pb_std_90d,pb_trend_90d,pb_relativa_90d,pb_tendencia,spread_vs_pb_dia,spread_vs_pb_30d,spread_vs_pb_90d,mes_audiencia,año_audiencia
CP-CNSC2023-001,2023-04-14,CENS,Regulado,2,2023-01-01,2027-12-31,373.93942400000003,0.000374,61,,,,,,,,,,,,242.8462,195.05,133.08,341.56,61.48,-2.1254,297.23,133.08,572.77,131.55,-6.1541,348.67,133.08,799.9,177.98,-3.4071,0.6965,bajando,,,,4.0,2023.0
CP-CNSC2023-002,2023-06-16,CENS,Regulado,3,2024-01-01,2037-01-01,2162.242151,0.002162,158,2023-06-16,2023-06-02,Isagen,270.82666666666665,259.55,282.9,308.526692,6.0,"Celsia, Enel, Epm, Esprod, Generarco, Isagen",14270429.8,0.0,409.9441,482.78,206.99,836.85,226.61,-20.8042,436.12,186.79,836.85,207.11,1.3799,357.41,133.08,836.85,206.33,3.8095,1.147,bajando,-139.1174,-211.9533,-86.5833,6.0,2023.0
CP-CNSC2023-003,2023-10-19,CENS,Regulado,7,2024-01-01,2029-12-31,3245.933485,0.003246,73,2023-10-19,2023-10-05,Generarco,340.0,340.0,340.0,26.28,4.0,"Celsia, Enel, Generarco, Isagen",809611.8,0.0,1279.4285,1060.01,976.04,1279.43,54.99,2.2313,911.88,182.24,1279.43,279.66,11.6491,796.59,182.24,1279.43,289.35,8.9899,1.6061,subiendo,-939.4285,-720.01,-456.59,10.0,2023.0
CP-CNSC2023-004,2024-02-14,CENS,Regulado,8,2025-01-01,2039-12-31,4675.886743,0.004676,183,2024-02-14,2024-02-01,Isagen,291.8027272727273,284.19,348.86,2418.974166,7.0,"Celsia, Esprod, Generarco, Isagen, Nitroenergy, Santa Fe, Termotasajero",51731697.3,0.0,614.2213,562.22,427.98,693.13,69.16,1.2232,547.7,123.28,840.77,132.36,0.974,581.71,123.28,945.62,167.58,-0.4893,1.0559,estable,-322.4186,-270.4173,-289.9073,2.0,2024.0
CP-CNSC2024-001,2024-06-04,CENS,Regulado,4,2025-01-01,2028-12-31,1860.9262102191883,0.001861,49,2024-06-04,2024-05-21,Termotasajero,327.26125,304.24,355.89,999.3100000000001,8.0,"Celsia, Enel, Epm, Eptc, Esprod, Generarco, Nitroenergy, Termotasajero",53697474.5,0.0,305.8155,294.0,140.94,472.26,87.46,3.2715,463.92,106.82,1096.66,324.93,-12.1886,542.22,106.82,1234.52,306.13,-6.4977,0.564,subiendo,21.4458,33.2613,-214.9588,6.0,2024.0
CP-CNSC2024-002,2024-10-08,CENS,Regulado,6,2025-01-06,2039-01-31,3668.130005,0.003668,171,2024-10-08,2024-09-25,Epm,322.62833333333333,314.95,328.5,400.07,2.0,"Enel, Epm",10907033.8,0.0,1422.82,1193.57,635.07,7235.16,1145.63,39.607,907.97,394.67,7235.16,863.6,19.6698,729.48,211.73,7235.16,751.7,14.1125,1.9505,subiendo,-1100.1917,-870.9417,-406.8517,10.0,2024.0
CP-CNSC2024-003,2024-12-26,CENS,Regulado,4,2025-01-01,2029-12-31,1685.304,0.001685,61,,,,,,,,,,,,523.9835,785.36,426.24,1087.23,173.52,5.7409,1006.69,225.83,2459.14,560.78,-18.2,1208.77,225.83,7235.16,831.83,-14.6312,0.4335,subiendo,,,,12.0,2024.0
CP-CNSC2025-001,2025-03-25,CENS,Regulado,1,2025-01-02,2025-12-31,12.840833,1.3e-05,12,2025-03-25,2025-03-11,Santa Fe,388.0,388.0,388.0,13.170000000000002,1.0,Santa Fe,101307692.3,0.0,280.5402,231.14,151.71,301.99,38.18,0.1208,383.23,151.71,756.38,203.69,-9.8022,400.62,151.71,756.38,195.6,-3.3067,0.7003,estable,107.4598,156.86,-12.62,3.0,2025.0
CP-CNSC2025-002,2025-07-04,CENS,Regulado,8,2026-01-01,2040-12-31,4438.42656,0.004438,183,2025-07-04,2025-06-19,Enel,365.1138888888889,340.0,390.0,596.59,9.0,"Aes, Celsia, Coenersa, Enel, Epm, Eptc, Esprod, Santa Fe, Termotasajero Dos",13442767.0,0.0,114.4178,112.9,104.3,153.72,12.0,0.3894,119.96,104.3,186.74,21.3,-0.3373,122.63,104.3,230.2,24.72,-0.282,0.933,estable,250.6961,252.2139,242.4839,7.0,2025.0
CP-CNSC2025-003,2025-09-24,CENS,Regulado,4,2026-01-01,2040-12-31,2112.1650075000002,0.002112,183,2025-09-24,2025-09-11,Enel,383.3,379.8,386.8,290.36,6.0,"Celsia, Coenersa, Enel, Eptc, Furesas, Termotasajero Dos",13748106.1,0.0,420.4155,290.69,105.24,453.08,79.17,0.0791,245.6,105.24,453.08,85.65,2.945,207.46,104.3,453.08,89.66,2.6032,2.0265,estable,-37.1155,92.61,175.84,9.0,2025.0
CP-CNSC2025-004,2025-12-15,CENS,Regulado,4,2027-01-01,2040-12-31,1750.46,0.00175,170,2025-12-15,2025-12-01,Btg,334.6573333333333,331.14,383.9,760.0,4.0,"Btg, Cemex Energy, Coenersa, Eptc",43428571.4,0.0,293.7104,230.18,136.07,340.95,42.5,-0.2571,201.38,103.04,347.04,63.55,1.994,226.6,103.04,501.36,84.25,-0.8108,1.2962,estable,40.9469,104.4773,108.0573,12.0,2025.0
CP-CNSC2026-001,2026-03-18,CENS(N.SANTANDER),Regulado,8,2027-01-01,2031-12-31,3196.4500000000003,0.003196,61,2026-03-18,2026-03-05,Eptg,372.5,370.0,375.0,23.88,5.0,"Depi, Eptg, Esprod, Termotasajero Dos, Termoyopal",747184.0,0.0,331.9678,153.29,104.59,331.97,67.42,5.4378,158.46,104.59,331.97,59.4,0.1293,196.52,104.59,437.83,90.6,-1.9604,1.6892,subiendo,40.5322,219.21,175.98,3.0,2026.0
CP-CQTC2022-003,2022-10-27,ELECTROCAQUETA,Regulado,1,2023-01-01,2025-12-31,106.471,0.000106,36,,,,,,,,,,,,240.3631,302.97,192.4,500.69,69.42,2.8246,281.74,137.37,500.69,71.9,1.2923,230.83,105.68,500.69,96.16,2.7401,1.0413,subiendo,,,,10.0,2022.0
CP-CQTC2022-004,2023-02-08,ELECTROCAQUETA,Regulado,20,2023-01-01,2041-12-31,2615.357,0.002615,231,,,,,,,,,,,,621.2969,423.17,194.94,799.9,208.18,16.9993,412.87,194.94,799.9,166.03,4.1131,347.13,111.51,799.9,169.74,4.3491,1.7898,subiendo,,,,2.0,2023.0
CP-CQTC2023-001,2023-06-09,ELECTROCAQUETA,Regulado,20,2023-01-08,2041-12-31,1655.4301368704005,0.001655,231,2023-06-09,2023-05-29,Nitroenergy,265.48795454545456,245.2,290.78,1269.2160240387732,5.0,"Epm, Esprod, Generarco, Isagen, Nitroenergy",76689790.0,0.0,310.7299,560.43,206.99,836.85,221.14,-19.1441,422.05,143.44,836.85,217.8,4.9469,349.16,133.08,836.85,209.53,4.5526,0.8899,bajando,-45.2419,-294.942,-83.672,6.0,2023.0
CP-CQTC2023-002,2023-10-04,ELECTROCAQUETA,Regulado,13,2023-01-11,2030-12-31,637.2370781632214,0.000637,97,2023-10-04,2023-09-21,Nitroenergy,346.05446215139443,275.2,550.0,619.1964378906999,7.0,"Celsia, Epm, Eycc, Generarco, Isagen, Nitroenergy, Vchc",97205092.3,0.0,1057.2608,1035.23,938.98,1062.68,32.5,1.7642,803.74,182.24,1062.68,283.65,11.9705,709.82,182.24,1062.68,271.8,7.6819,1.4895,subiendo,-711.2063,-689.1755,-363.7655,10.0,2023.0
CP-CQTC2023-003,2024-01-17,ELECTROCAQUETA,Regulado,18,2024-01-03,2041-12-31,1391.9603156133003,0.001392,219,2024-01-17,2024-01-03,Epm,328.5745454545455,285.0,474.98,191.76955827450934,10.0,"Celsia, Enel, Epm, Eptc, Generarco, Nitroenergy, Nova Energy, Termotasajero, Urrá, Vchc",13776548.7,0.0,588.1468,521.76,123.28,759.91,158.3,5.5426,589.98,123.28,945.62,198.15,-0.037,633.01,123.28,1420.87,263.5,-2.7356,0.9291,subiendo,-259.5723,-193.1855,-304.4355,1.0,2024.0
CP-CSIC2025-002,2025-05-29,Air-e INTERVENIDO,Regulado,3,2026-01-01,2040-12-31,52123.165256,0.052123,183,,,,,,,,,,,,153.4375,126.52,105.47,186.74,25.97,1.0205,136.87,105.47,253.83,36.65,-0.7685,167.48,105.47,302.89,57.67,-1.5412,0.9162,estable,,,,5.0,2025.0
CP-CSSC2022-003,2022-09-08,Air-e,Regulado,1,2023-01-01,2034-12-31,3164.18310691,0.003164,146,,,,,,,,,,,,191.3476,185.55,107.45,335.24,78.93,6.4665,148.64,103.5,335.24,67.55,2.6853,133.75,97.75,335.24,59.16,1.4708,1.4306,subiendo,,,,9.0,2022.0
CP-CSSC2023-001,2023-05-31,Air-e,Regulado,3,2023-01-10,2035-12-31,28098.309677419355,0.028098,158,,,,,,,,,,,,360.3705,569.74,189.02,836.85,214.19,11.1021,401.11,133.08,836.85,235.7,10.627,364.06,133.08,836.85,210.17,4.4841,0.9899,subiendo,,,,5.0,2023.0
CP-CSSC2023-004,2024-02-14,Air-e,Regulado,4,2024-01-03,2026-12-31,9822.051848979989,0.009822,36,2024-02-14,2024-02-01,Cssg,689.84,689.84,689.84,827.8545346399999,1.0,Cssg,8428574.0,0.0,614.2213,562.22,427.98,693.13,69.16,1.2232,547.7,123.28,840.77,132.36,0.974,581.71,123.28,945.62,167.58,-0.4893,1.0559,estable,75.6187,127.62,108.13,2.0,2024.0
CP-CSSC2024-001,2024-03-20,Air-e,Regulado,14,2024-01-04,2037-12-31,29859.393118066753,0.029859,170,2024-03-20,2024-03-07,Nitroenergy,313.2367032967033,295.0,376.59,4663.180000000001,3.0,"Epm, Esprod, Nitroenergy",15617334.8,0.0,625.6645,548.51,473.23,625.66,40.39,1.0266,553.74,427.98,693.13,56.22,0.1285,539.24,123.28,693.13,99.71,1.021,1.1603,estable,-312.4278,-235.2733,-226.0033,3.0,2024.0
CP-CSSC2024-002,2024-05-03,Air-e,Regulado,17,2024-01-06,2037-12-31,44173.58540297083,0.044174,170,2024-05-03,2024-04-19,Cssg,374.27,374.27,374.27,81.68,2.0,"Cssg, Terpel Energía",184905.1,0.0,275.2765,683.31,106.82,1234.52,394.79,-35.4793,671.0,106.82,1234.52,295.45,-2.4224,632.09,106.82,1234.52,249.39,0.8865,0.4355,bajando,98.9935,-309.04,-257.82,5.0,2024.0
CP-CSSC2024-003,2024-05-28,Air-e,Regulado,17,2024-01-07,2038-12-31,30069.48912198118,0.030069,182,,,,,,,,,,,,420.1993,270.37,106.82,472.26,97.99,7.6853,536.77,106.82,1234.52,353.05,-14.4947,557.69,106.82,1234.52,297.17,-4.8833,0.7535,subiendo,,,,5.0,2024.0
CP-CSSC2024-004,2024-07-05,Air-e,Regulado,17,2024-01-07,2038-12-31,29931.70241714589,0.029932,182,2024-07-05,2024-06-21,Esprod,356.0,356.0,356.0,17.25,3.0,"Esprod, Eycg, Nova Energy",57630.6,0.0,202.3652,266.56,114.71,394.2,73.07,-6.8785,279.77,114.71,472.26,81.68,-1.1189,391.07,106.82,1096.66,278.05,-6.491,0.5175,bajando,153.6348,89.44,-35.07,7.0,2024.0
CP-CSSC2024-005,2024-08-12,Air-e,Regulado,17,2024-01-07,2038-12-31,29727.434355911973,0.029727,182,2024-08-12,2024-07-29,Esprod,338.596,300.0,361.0,33.51,5.0,"Esprod, Eycg, Nova Energy, Proenergy, Sol & Cielo",112725.8,0.0,604.3383,395.3,230.13,604.34,96.78,9.1958,317.49,114.71,604.34,114.66,4.6741,318.09,114.71,604.34,104.42,1.4645,1.8999,subiendo,-265.7423,-56.704,20.506,8.0,2024.0
CP-EBPC2023-001,2023-06-22,BAJO PUTUMAYO,Regulado,1,2023-01-08,2033-07-31,65.51706641999998,6.6e-05,129,,,,,,,,,,,,749.1596,441.71,206.99,801.72,182.14,-2.0078,465.54,186.79,836.85,210.05,1.4238,379.87,133.08,836.85,214.34,4.3491,1.9721,bajando,,,,6.0,2023.0
CP-EBPC2023-002,2023-07-14,BAJO PUTUMAYO,Regulado,2,2023-01-07,2024-12-31,122.99311200000004,0.000123,24,,,,,,,,,,,,667.2389,572.94,352.64,888.33,126.99,0.6975,542.7,206.99,888.33,190.04,-1.2441,479.84,186.79,888.33,198.61,2.8308,1.3905,estable,,,,7.0,2023.0
CP-EBPC2023-003,2023-08-18,BAJO PUTUMAYO,Regulado,6,2023-01-08,2027-12-31,487.9509305,0.000488,61,2023-08-18,2023-08-09,Esprod,340.3511627906977,333.3,360.5,181.16703523500001,1.0,Esprod,37124392.5,0.0,718.1244,547.87,343.92,765.22,117.67,10.7699,575.94,343.92,888.33,114.56,-0.5533,533.77,206.99,888.33,159.08,1.1376,1.3454,subiendo,-377.7732,-207.5188,-193.4188,8.0,2023.0
CP-EBPC2023-004,2023-09-22,BAJO PUTUMAYO,Regulado,7,2023-01-11,2028-12-31,352.02997980000004,0.000352,73,2023-09-22,2023-09-12,Nitroenergy,393.3781081081081,336.98,494.8,221.42942369840003,4.0,"Bioger, Esprod, Eycc, Nitroenergy",62906086.3,0.0,1059.9922,831.65,182.24,1060.21,316.18,29.1065,699.6,182.24,1060.21,272.99,10.8867,651.5,182.24,1060.21,242.17,5.1455,1.627,subiendo,-666.6141,-438.2719,-258.1219,9.0,2023.0
CP-EBPC2023-007,2023-12-29,BAJO PUTUMAYO,Regulado,2,2024-01-01,2033-12-31,328.55627288,0.000329,122,,,,,,,,,,,,332.991,683.96,332.99,945.62,187.46,-12.8869,590.82,300.07,945.62,188.77,2.921,741.36,300.07,1420.87,296.4,-5.991,0.4492,bajando,,,,12.0,2023.0
CP-EBPC2024-002,2024-08-20,BAJO PUTUMAYO,Regulado,1,2029-01-01,2033-12-31,253.56611962,0.000254,61,2024-08-20,2024-08-09,Epm,300.75399999999996,298.65,304.51,126.78305981,2.0,"Ducc, Epm",49914590.5,0.0,762.8238,486.02,281.61,762.82,121.69,11.7742,362.2,114.71,762.82,159.0,8.1255,353.4,114.71,762.82,136.5,2.6924,2.1585,subiendo,-462.0698,-185.266,-52.646,8.0,2024.0
CP-EBPC2024-003,2024-10-30,BAJO PUTUMAYO,Regulado,5,2029-01-01,2033-12-31,253.56611962,0.000254,61,2024-10-30,2024-10-22,Epm,307.75399999999996,303.65,314.51,126.78305981,1.0,Epm,49914590.5,0.0,1701.025,1684.4,1007.99,7235.16,1073.52,-20.3275,1253.57,541.52,7235.16,882.85,20.4965,1027.69,394.67,7235.16,792.48,16.3396,1.6552,bajando,-1393.271,-1376.646,-719.936,10.0,2024.0
CP-EBPC2025-002,2025-07-24,BAJO PUTUMAYO,Regulado,1,2029-01-01,2033-12-31,252.60389981,0.000253,61,,,,,,,,,,,,166.4862,130.27,104.3,181.71,22.08,0.7161,120.78,104.3,181.71,19.46,0.5192,122.19,104.3,186.74,21.82,0.1487,1.3625,estable,,,,7.0,2025.0
CP-EBPC2025-003,2025-10-20,BAJO PUTUMAYO,Regulado,1,2029-01-01,2033-12-31,252.60389981,0.000253,61,,,,,,,,,,,,147.1204,249.99,108.21,501.36,102.36,-9.0557,265.12,105.24,501.36,90.85,-2.0631,238.56,105.24,501.36,90.13,0.7255,0.6167,bajando,,,,10.0,2025.0
CP-EBPC2025-004,2025-11-27,BAJO PUTUMAYO,Regulado,1,2029-01-01,2033-12-31,252.60389981,0.000253,61,2025-11-27,2025-11-14,Eycg,365.7,356.5,383.5,252.6033,2.0,"Beic, Eycg",99843201.6,0.0,247.9852,209.95,103.04,347.04,68.26,4.2545,200.52,103.04,347.04,70.35,0.1787,232.05,103.04,501.36,89.37,-1.193,1.0687,subiendo,117.7148,155.75,133.65,11.0,2025.0
CP-EBPC2026-001,2026-03-03,BAJO PUTUMAYO,Regulado,1,2029-01-01,2033-12-31,159.2112,0.000159,61,2026-03-03,2026-02-19,Eptc,358.4,290.0,386.0,79.6056,1.0,Eptc,50066415.1,0.0,118.9453,122.48,104.59,170.18,12.98,-0.8428,165.46,104.59,338.68,65.52,-2.5174,203.11,104.59,437.83,88.71,-2.2541,0.5856,estable,239.4547,235.92,155.29,3.0,2026.0
CP-EBSC2024-001,2024-03-21,EBSA,Regulado,4,2025-01-01,2035-12-31,6269.3036962481065,0.006269,134,2024-03-21,2024-03-11,Epm,295.564,287.85,314.65,748.921,4.0,"Epm, Generarco, Isagen, Nova Energy",11946418.9,0.0,654.1694,551.09,473.23,654.17,44.44,1.8317,555.84,427.98,693.13,57.55,0.2419,540.62,123.28,693.13,100.42,1.0955,1.21,subiendo,-358.6054,-255.526,-245.056,3.0,2024.0
CP-EBSC2024-002,2024-05-20,EBSA,Regulado,4,2025-01-01,2039-12-31,6557.383315252821,0.006557,183,,,,,,,,,,,,286.8978,277.01,106.82,976.0,170.24,-7.9089,584.46,106.82,1234.52,356.43,-14.903,572.33,106.82,1234.52,292.47,-3.9049,0.5013,bajando,,,,5.0,2024.0
CP-EBSC2024-003,2024-07-02,EBSA,Regulado,4,2025-01-01,2039-12-31,6557.383315252821,0.006557,183,2024-07-02,2024-06-18,Enel,307.1015,294.38,350.5,2243.99999988,5.0,"Enel, Epm, Eptc, Esprod, Isagen",34222967.8,0.0,165.2403,272.97,114.71,394.2,70.17,-5.4625,284.84,114.71,472.26,79.78,-0.8154,420.69,106.82,1234.52,303.69,-7.5509,0.3928,bajando,141.8612,34.1315,-113.5885,7.0,2024.0
CP-EBSC2024-004,2024-09-19,EBSA,Regulado,3,2025-01-01,2039-12-31,1031.1908679592011,0.001031,183,2024-09-19,2024-09-06,Nitroenergy,305.32266666666663,269.9,379.9,659.9823628041709,1.0,Nitroenergy,64013808.2,0.0,925.5927,702.94,462.25,925.59,135.71,9.8582,591.72,281.61,925.59,168.19,8.1711,473.87,114.71,925.59,220.44,7.7876,1.9533,subiendo,-620.27,-397.6173,-168.5473,9.0,2024.0
CP-EBSC2024-005,2024-12-12,EBSA,Regulado,3,2025-01-01,2040-12-31,11206.06258151659,0.011206,195,,,,,,,,,,,,891.4567,696.12,225.83,980.16,165.13,3.2394,1185.26,225.83,2459.14,617.63,-24.3024,1217.04,225.83,7235.16,825.38,-7.7451,0.7325,subiendo,,,,12.0,2024.0
CP-EBSC2024-006,2025-02-07,EBSA,Regulado,2,2025-01-01,2029-12-31,848.1600000000001,0.000848,61,,,,,,,,,,,,640.5795,586.89,218.92,756.38,173.87,13.6961,619.62,162.43,1087.23,241.25,-3.2731,640.82,162.43,1087.23,218.7,-2.053,0.9996,subiendo,,,,2.0,2025.0
CP-EBSC2025-001,2025-04-11,EBSA,Regulado,2,2025-01-01,2030-12-31,994.08,0.000994,73,2025-04-11,2025-03-31,Enel,349.41133333333335,280.0,380.0,190.19,4.0,"Aes, Btg, Ceog, Enel",19133802.8,0.0,116.2836,215.51,116.28,302.89,49.26,-3.4031,252.19,116.28,610.18,100.72,-3.5122,373.7,116.28,756.38,206.43,-6.1842,0.3112,bajando,233.1277,133.9013,-24.2887,4.0,2025.0
CP-EBSC2025-002,2025-09-11,EBSA,Regulado,2,2026-01-01,2026-12-31,1216.4600910415052,0.001216,12,2025-09-11,2025-08-29,Enel,358.29,358.29,358.29,75.76299999999999,8.0,"Aes, Btg, Ceog, Depi, Enel, Generarco, Isagen, Nitroenergy",6230509.9,0.0,299.739,270.52,105.24,453.08,70.95,-0.8666,208.28,105.24,453.08,83.53,3.1713,179.51,104.3,453.08,80.58,2.2722,1.6698,estable,58.551,87.77,178.78,9.0,2025.0
CP-EBSC2026-001,2026-04-23,EBSA,Regulado,2,2026-10-01,2031-12-31,1158.827689,0.001159,64,2026-04-23,2026-04-10,Aes,351.25,330.0,370.0,46.281,2.0,"Aes, Esprod",3993183.8,0.0,274.4604,269.58,129.57,414.31,83.44,4.1555,230.28,104.59,414.31,96.26,3.611,206.18,104.59,414.31,90.73,1.9805,1.3312,subiendo,76.7896,81.67,145.07,4.0,2026.0
CP-EDPC2022-002,2022-10-06,DISPAC,Regulado,3,2023-01-01,2032-12-31,327000639.0,327.000639,122,,,,,,,,,,,,306.7718,252.13,137.37,434.02,63.45,0.9601,216.01,105.68,434.02,81.68,2.858,181.27,103.5,434.02,83.31,2.3976,1.6923,estable,,,,10.0,2022.0
CP-EDPC2022-004,2022-12-28,DISPAC,Regulado,7,2023-01-01,2032-12-31,326.933847,0.000327,122,2022-12-28,2022-12-19,Enel,294.6705263157895,290.22,302.3,69.48,3.0,"Enel, Esprod, Nova Energy",21247706.4,0.0,509.2617,318.09,212.55,509.26,77.27,5.7475,246.55,111.51,509.26,95.09,4.3394,266.38,111.51,509.26,91.24,0.4925,1.9118,subiendo,-214.5912,-23.4195,28.2905,12.0,2022.0
CP-EDPC2023-001,2023-05-25,DISPAC,Regulado,7,2023-01-07,2027-12-31,584.625632,0.000585,61,2023-05-25,2023-05-12,Isagen,303.6545454545454,285.0,353.4,119.71544,3.0,"Enel, Esprod, Isagen",20464177.8,0.0,765.2226,526.74,186.79,836.85,242.66,24.6946,370.78,133.08,836.85,239.78,11.8138,354.65,133.08,836.85,205.28,4.0607,2.1577,subiendo,-461.5681,-223.0855,-50.9955,5.0,2023.0
CP-EDPC2024-001,2024-04-19,DISPAC,Regulado,2,2026-01-01,2033-12-31,1154.256754,0.001154,97,2024-04-19,2024-04-09,Zonc,314.55,314.05,315.05,535.824,3.0,"Epm, Isagen, Zonc",46431889.1,0.0,1005.9053,893.25,625.66,1234.52,170.17,13.1637,722.44,473.23,1234.52,214.11,10.3383,668.61,427.98,1234.52,195.1,5.57,1.5045,subiendo,-691.3553,-578.7,-354.06,4.0,2024.0
CP-EDPC2024-002,2024-11-12,DISPAC,Regulado,10,2026-01-01,2035-12-31,126.0,0.000126,122,,,,,,,,,,,,980.1628,1667.79,781.67,2459.14,499.24,-6.3573,1477.89,781.67,7235.16,894.31,11.9105,1203.25,462.25,7235.16,831.26,15.8152,0.8146,bajando,,,,11.0,2024.0
CP-EDPC2024-003,2024-12-26,DISPAC,Regulado,1,2026-01-01,2031-12-31,362.03898,0.000362,73,,,,,,,,,,,,523.9835,785.36,426.24,1087.23,173.52,5.7409,1006.69,225.83,2459.14,560.78,-18.2,1208.77,225.83,7235.16,831.83,-14.6312,0.4335,subiendo,,,,12.0,2024.0
CP-EDPC2025-001,2025-07-08,DISPAC,Regulado,3,2025-08-01,2035-12-31,1489.0197785802184,0.001489,127,2025-07-08,2025-06-26,Eptc,355.06666666666666,295.0,383.47,99.04899999999999,8.0,"Ampc, Btg, Eptc, Exig, Gecelca, Proenergy, Santa Fe, Sol & Cielo",6652048.4,0.0,151.561,115.14,104.3,153.72,14.06,0.5485,120.32,104.3,186.74,21.23,-0.3026,120.96,104.3,202.01,21.56,-0.1535,1.253,estable,203.5057,239.9267,234.1067,7.0,2025.0
CP-EDPC2025-002,2025-12-04,DISPAC,Regulado,2,2026-01-01,2028-12-31,458.623156,0.000459,36,,,,,,,,,,,,237.2983,239.21,146.25,347.04,49.63,1.2059,196.13,103.04,347.04,64.72,1.8823,227.83,103.04,501.36,85.76,-0.6604,1.0416,estable,,,,12.0,2025.0
CP-EDPC2026-001,2026-05-04,DISPAC,Regulado,2,2026-06-01,2026-12-31,80.0,8e-05,7,2026-05-04,2026-04-20,Isagen,320.1,320.1,320.1,8.64,2.0,"Isagen, Santa Fe",10800000.0,0.0,,284.86,129.57,414.31,73.17,0.3416,255.07,107.22,414.31,83.01,1.8768,208.55,104.59,414.31,93.14,2.6093,,estable,,35.24,111.55,5.0,2026.0
CP-EDQC2022-002,2022-11-17,EDEQ,Regulado,1,2023-01-01,2034-12-31,91.53303700000001,9.2e-05,146,2022-11-17,2022-11-02,Isagen,281.5,281.5,281.5,33.452037,1.0,Isagen,36360909.8,0.0,164.3091,227.54,114.21,500.69,95.44,-8.1139,249.47,114.21,500.69,78.86,-1.6702,245.92,107.71,500.69,81.29,-0.1436,0.6681,bajando,117.1909,53.96,35.58,11.0,2022.0
CP-EDQC2023-001,2023-06-22,EDEQ,Regulado,7,2023-01-12,2033-12-31,279.262877,0.000279,134,2023-06-22,2023-06-07,Esprod,282.97499999999997,272.55,293.4,143.82745479,4.0,"Celsia, Enel, Esprod, Isagen",51551059.1,0.0,749.1596,441.71,206.99,801.72,182.14,-2.0078,465.54,186.79,836.85,210.05,1.4238,379.87,133.08,836.85,214.34,4.3491,1.9721,bajando,-466.1846,-158.735,-96.895,6.0,2023.0
CP-EDQC2023-002,2023-10-27,EDEQ,Regulado,5,2023-01-12,2027-12-31,347.331221,0.000347,60,2023-10-27,2023-10-13,Coenersa,371.51500000000004,350.0,393.03,98.2872,3.0,"Coenersa, Enel, Termotasajero",28324841.5,0.0,671.8532,1085.69,671.85,1420.87,161.53,2.7726,1025.12,362.57,1420.87,171.47,4.9298,856.61,182.24,1420.87,296.58,8.6493,0.7843,subiendo,-300.3382,-714.175,-485.095,10.0,2023.0
CP-EDQC2024-001,2024-03-14,EDEQ,Regulado,3,2026-01-01,2030-12-31,244.236979,0.000244,61,2024-03-14,2024-03-01,Spectrum,299.5,294.0,305.0,47.993412,4.0,"Nitroenergy, Spectrum, Termotasajero, Zonc",19669431.1,0.0,538.354,547.96,473.23,614.22,38.64,-1.3842,554.4,427.98,693.13,56.21,-0.4549,550.05,123.28,868.33,115.06,-0.0158,0.9787,estable,-238.854,-248.46,-250.55,3.0,2024.0
CP-EDQC2024-002,2024-06-26,EDEQ,Regulado,1,2024-01-09,2039-12-31,75.67476,7.6e-05,194,,,,,,,,,,,,263.4992,305.4,190.84,459.62,68.88,-3.9673,281.11,106.82,472.26,83.86,1.5158,463.74,106.82,1234.52,313.96,-8.1217,0.5682,bajando,,,,6.0,2024.0
CP-EDQC2024-003,2024-09-18,EDEQ,Regulado,8,2025-01-01,2032-12-31,739.628706,0.00074,97,2024-09-18,2024-09-05,Epm,323.958125,290.74,398.98,847.943441,7.0,"Celsia, Enel, Epm, Eptc, Isagen, Nitroenergy, Termotasajero",114586951.5,0.0,924.957,694.05,462.25,924.96,129.53,8.7425,581.77,281.61,924.96,166.06,8.0573,467.16,114.71,924.96,215.78,7.5705,1.98,subiendo,-600.9989,-370.0919,-143.2019,9.0,2024.0
CP-EDQC2024-004,2024-12-20,EDEQ,Regulado,2,2026-01-01,2027-12-31,216.75,0.000217,24,2024-12-20,2024-12-09,Aes,327.7309090909091,323.76,331.04,83.17,1.0,Aes,38327188.9,0.0,927.7536,753.93,225.83,1087.23,197.97,17.1571,1096.95,225.83,2459.14,580.24,-20.1052,1223.89,225.83,7235.16,823.08,-11.1172,0.758,subiendo,-600.0227,-426.1991,-896.1591,12.0,2024.0
CP-EDQC2025-001,2025-04-10,EDEQ,Regulado,8,2026-01-01,2033-12-31,425.27281949,0.000425,97,2025-04-10,2025-03-28,Enel,321.0321212121212,314.88,385.0,303.915788,2.0,"Btg, Enel",71509597.2,0.0,156.8983,221.02,118.17,302.89,47.3,-3.1957,260.47,118.17,621.46,109.72,-3.8752,374.83,118.17,756.38,205.29,-5.8847,0.4186,bajando,164.1338,100.0121,-53.7979,4.0,2025.0
